shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
M1,30.080904,31.286134,133
M1,30.081554,31.287035,134
M1,30.083902,31.289964,135
M1,30.087022,31.293912,136
M1,30.090735,31.298558,137
M1,30.092675,31.300521,138
M1,30.093195,31.30109,139
M1,30.096787,31.303879,140
M1,30.099321,31.305478,141
M1,30.10114,31.306572,142
M1,30.103851,31.308836,143
M1,30.106886,31.311089,144
M1,30.109587,31.313009,145
M1,30.110441,31.31346,146
M1,30.112046,31.313878,147
M1,30.113373,31.314018,148
M1,30.114923,31.3139,149
M1,30.116371,31.313567,150
M1,30.116761,31.313535,151
M1,30.119229,31.31346,152
M1,30.120092,31.313479,153
M1,30.121331,31.313868,154
M1,30.122867,31.314688,155
M1,30.126069,31.316483,156
M1,30.136684,31.322172,157
M1,30.140544,31.325905,158
M1,30.142107,31.327869,159
M1,30.144269,31.330605,160
M1,30.146547,31.33334,161
M1,30.147243,31.333941,162
M1,30.147558,31.334209,163
M1,30.148792,31.334853,164
M1,30.150112,31.335247,165
M1,30.152039,31.335805,166
M1,30.153887,31.336138,167
M1,30.155288,31.336487,168
M1,30.156221,31.336749,169
M1,30.157918,31.337246,170
M1,30.159147,31.337541,171
M1,30.160209,31.337597,172
M1,30.161446,31.337619,173
M1,30.161946,31.337672,174
M1,30.162146,31.337694,175
M1,30.16261,31.337838,176
M1,30.163282,31.338176,177
M1,30.163551,31.338335,178
M3,30.053078,31.24684,0
M3,30.053373,31.24766,1
M3,30.05173,31.252048,2
M3,30.051623,31.252869,3
M3,30.052008,31.253759,4
M3,30.053225,31.255288,5
M3,30.054632,31.257037,6
M3,30.055333,31.257868,7
M3,30.056071,31.258796,8
M3,30.057636,31.26069,9
M3,30.059316,31.262659,10
M3,30.060347,31.264,11
M3,30.06083,31.264944,12
M3,30.061907,31.267256,13
M3,30.06232,31.268131,14
M3,30.062548,31.26878,15
M3,30.063007,31.270067,16
M3,30.064131,31.27313,17
M3,30.065064,31.275727,18
M3,30.065241,31.276183,19
M3,30.065412,31.27695,20
M3,30.065714,31.277245,21
M3,30.067362,31.278849,22
M3,30.06888,31.280335,23
M3,30.071229,31.282588,24
M3,30.072251,31.28358,25
M3,30.072789,31.2841,26
M3,30.073045,31.284744,27
M3,30.073059,31.285608,28
M3,30.072358,31.286702,29
M3,30.070236,31.290001,30
M3,30.069373,31.29083,31
M3,30.069168,31.291396,32
M3,30.069178,31.292354,33
M3,30.06986,31.293633,34
M3,30.070431,31.294666,35
M3,30.070911,31.295564,36
M3,30.07165,31.296905,37
M3,30.072107,31.297747,38
M3,30.072613,31.299115,39
M3,30.073135,31.300601,40
M3,30.073604,31.302031,41
M3,30.073825,31.302707,42
M3,30.074082,31.30385,43
M3,30.074175,31.304265,44
M3,30.074997,31.306626,45
M3,30.075995,31.309538,46
M3,30.075934,31.310099,47
M3,30.075633,31.310874,48
M3,30.07414,31.313629,49
M3,30.072699,31.3163,50
M3,30.072785,31.317132,51
M3,30.073247,31.318001,52
M3,30.074416,31.320055,53
M3,30.074997,31.321147,54
M3,30.075621,31.32211,55
M3,30.076208,31.323239,56
M3,30.076854,31.324494,57
M3,30.077724,31.326147,58
M3,30.077877,31.326447,59
M3,30.078351,31.326458,60
M3,30.079209,31.326512,61
M3,30.080249,31.326774,62
M3,30.080959,31.327145,63
M3,30.082663,31.32826,64
M3,30.084422,31.329301,65
M3,30.086325,31.32907,66
M3,30.087337,31.328931,67
M3,30.089203,31.328142,68
M3,30.091259,31.326592,69
363_220_Bus_CTA_1044_Shape,29.98030853,31.21342659,0
363_220_Bus_CTA_1044_Shape,29.98177719,31.21222878,1
363_220_Bus_CTA_1044_Shape,29.98223114,31.21211624,2
363_220_Bus_CTA_1044_Shape,29.98310852,31.21221352,3
363_220_Bus_CTA_1044_Shape,29.98309517,31.21208763,4
363_220_Bus_CTA_1044_Shape,29.98212814,31.21209145,5
363_220_Bus_CTA_1044_Shape,29.98213005,31.21185493,6
363_220_Bus_CTA_1044_Shape,29.98283386,31.21115303,7
363_220_Bus_CTA_1044_Shape,29.98282623,31.21100235,8
363_220_Bus_CTA_1044_Shape,29.98302841,31.21107292,9
363_220_Bus_CTA_1044_Shape,29.98303413,31.21092224,10
363_220_Bus_CTA_1044_Shape,29.98353195,31.21078873,11
363_220_Bus_CTA_1044_Shape,29.98420334,31.21024513,12
363_220_Bus_CTA_1044_Shape,29.98497009,31.21019363,13
363_220_Bus_CTA_1044_Shape,29.98582649,31.2096405,14
363_220_Bus_CTA_1044_Shape,29.98608971,31.20987511,15
363_220_Bus_CTA_1044_Shape,29.98657417,31.20985413,16
363_220_Bus_CTA_1044_Shape,29.98683167,31.20957565,17
363_220_Bus_CTA_1044_Shape,29.98726463,31.20949554,18
363_220_Bus_CTA_1044_Shape,29.98762321,31.20984268,19
363_220_Bus_CTA_1044_Shape,29.98823166,31.20934105,20
363_220_Bus_CTA_1044_Shape,29.98916245,31.20919228,21
363_220_Bus_CTA_1044_Shape,29.98975754,31.20930481,22
363_220_Bus_CTA_1044_Shape,29.99226761,31.20921135,23
363_220_Bus_CTA_1044_Shape,29.99280167,31.20943069,24
363_220_Bus_CTA_1044_Shape,29.99393082,31.20905876,25
363_220_Bus_CTA_1044_Shape,29.99526787,31.20907593,26
363_220_Bus_CTA_1044_Shape,29.99601364,31.2089119,27
363_220_Bus_CTA_1044_Shape,29.99741554,31.20904541,28
363_220_Bus_CTA_1044_Shape,30.00028801,31.20892334,29
363_220_Bus_CTA_1044_Shape,30.00061035,31.2087841,30
363_220_Bus_CTA_1044_Shape,30.00397301,31.2089653,31
363_220_Bus_CTA_1044_Shape,30.0055275,31.20882607,32
363_220_Bus_CTA_1044_Shape,30.00686073,31.20893288,33
363_220_Bus_CTA_1044_Shape,30.00710106,31.20919609,34
363_220_Bus_CTA_1044_Shape,30.00732613,31.20897293,35
363_220_Bus_CTA_1044_Shape,30.00798988,31.2089653,36
363_220_Bus_CTA_1044_Shape,30.00811005,31.20875549,37
363_220_Bus_CTA_1044_Shape,30.00864983,31.20903206,38
363_220_Bus_CTA_1044_Shape,30.01068497,31.20905304,39
363_220_Bus_CTA_1044_Shape,30.0112133,31.20878792,40
363_220_Bus_CTA_1044_Shape,30.01202965,31.20881081,41
363_220_Bus_CTA_1044_Shape,30.01408005,31.2093792,42
363_220_Bus_CTA_1044_Shape,30.01479721,31.21020889,43
363_220_Bus_CTA_1044_Shape,30.01549721,31.21186256,44
363_220_Bus_CTA_1044_Shape,30.01628876,31.2122097,45
363_220_Bus_CTA_1044_Shape,30.01796532,31.21184349,46
363_220_Bus_CTA_1044_Shape,30.0228157,31.21136093,47
363_220_Bus_CTA_1044_Shape,30.02425766,31.21137619,48
363_220_Bus_CTA_1044_Shape,30.02546692,31.21102333,49
363_220_Bus_CTA_1044_Shape,30.02738762,31.2111702,50
363_220_Bus_CTA_1044_Shape,30.02801895,31.21264267,51
363_220_Bus_CTA_1044_Shape,30.02803421,31.21434593,52
363_220_Bus_CTA_1044_Shape,30.02832603,31.21562386,53
363_220_Bus_CTA_1044_Shape,30.0282135,31.21610069,54
363_220_Bus_CTA_1044_Shape,30.02847862,31.21677971,55
363_220_Bus_CTA_1044_Shape,30.02863503,31.21791458,56
363_220_Bus_CTA_1044_Shape,30.02831841,31.22481728,57
363_220_Bus_CTA_1044_Shape,30.02849579,31.22491264,58
363_220_Bus_CTA_1044_Shape,30.02848434,31.22555733,59
363_220_Bus_CTA_1044_Shape,30.02863503,31.22569275,60
363_220_Bus_CTA_1044_Shape,30.02869034,31.22619438,61
363_220_Bus_CTA_1044_Shape,30.02829742,31.22622871,62
363_220_Bus_CTA_1044_Shape,30.02845383,31.22636795,63
363_220_Bus_CTA_1044_Shape,30.02827644,31.22652054,64
363_220_Bus_CTA_1044_Shape,30.02824783,31.22686195,65
363_220_Bus_CTA_1044_Shape,30.02859306,31.22741699,66
363_220_Bus_CTA_1044_Shape,30.02867699,31.22837257,67
363_220_Bus_CTA_1044_Shape,30.02928352,31.23086929,68
363_220_Bus_CTA_1044_Shape,30.02810287,31.2312355,69
363_220_Bus_CTA_1044_Shape,30.02295113,31.23023415,70
363_220_Bus_CTA_1044_Shape,30.02227974,31.23066902,71
363_220_Bus_CTA_1044_Shape,30.02203941,31.23193359,72
363_220_Bus_CTA_1044_Shape,30.02213478,31.23392105,73
363_220_Bus_CTA_1044_Shape,30.02109528,31.23688316,74
363_220_Bus_CTA_1044_Shape,30.02112579,31.23815727,75
363_220_Bus_CTA_1044_Shape,30.02097702,31.23864555,76
363_220_Bus_CTA_1044_Shape,30.02112198,31.23918343,77
363_220_Bus_CTA_1044_Shape,30.0211277,31.24093056,78
363_220_Bus_CTA_1044_Shape,30.02064323,31.24275398,79
363_220_Bus_CTA_1044_Shape,30.02051163,31.24520111,80
363_220_Bus_CTA_1044_Shape,30.0187912,31.24949455,81
363_220_Bus_CTA_1044_Shape,30.01876259,31.24967766,82
363_220_Bus_CTA_1044_Shape,30.01897621,31.24982834,83
363_220_Bus_CTA_1044_Shape,30.01878929,31.24984169,84
363_220_Bus_CTA_1044_Shape,30.01862144,31.25011635,85
363_220_Bus_CTA_1044_Shape,30.01804161,31.25164986,86
363_220_Bus_CTA_1044_Shape,30.01812172,31.25189972,87
363_220_Bus_CTA_1044_Shape,30.01829338,31.2521801,88
363_220_Bus_CTA_1044_Shape,30.02066422,31.2537899,89
363_220_Bus_CTA_1044_Shape,30.02225494,31.25528717,90
363_220_Bus_CTA_1044_Shape,30.02392197,31.25654602,91
363_220_Bus_CTA_1044_Shape,30.02439308,31.25713539,92
363_220_Bus_CTA_1044_Shape,30.02472305,31.2603054,93
363_220_Bus_CTA_1044_Shape,30.02533913,31.26178741,94
363_220_Bus_CTA_1044_Shape,30.02762413,31.26388168,95
363_220_Bus_CTA_1044_Shape,30.02998161,31.26673698,96
363_220_Bus_CTA_1044_Shape,30.02951431,31.26815033,97
363_220_Bus_CTA_1044_Shape,30.02861595,31.26986122,98
363_220_Bus_CTA_1044_Shape,30.02956963,31.2688427,99
363_220_Bus_CTA_1044_Shape,30.03025055,31.26781273,100
363_220_Bus_CTA_1044_Shape,30.03052902,31.26764297,101
363_220_Bus_CTA_1044_Shape,30.03211594,31.26742172,102
363_220_Bus_CTA_1044_Shape,30.0332737,31.26747894,103
363_220_Bus_CTA_1044_Shape,30.03445435,31.26802063,104
363_220_Bus_CTA_1044_Shape,30.04632568,31.28031731,105
363_220_Bus_CTA_1044_Shape,30.0477047,31.28234863,106
363_220_Bus_CTA_1044_Shape,30.04977417,31.28687668,107
363_220_Bus_CTA_1044_Shape,30.05082703,31.28798866,108
363_220_Bus_CTA_1044_Shape,30.05149269,31.28844643,109
363_220_Bus_CTA_1044_Shape,30.05460548,31.29174042,110
363_220_Bus_CTA_1044_Shape,30.05511475,31.29262352,111
363_220_Bus_CTA_1044_Shape,30.05534554,31.29310417,112
363_220_Bus_CTA_1044_Shape,30.05635643,31.29918671,113
363_220_Bus_CTA_1044_Shape,30.05670929,31.29963875,114
363_220_Bus_CTA_1044_Shape,30.05740929,31.30120277,115
363_220_Bus_CTA_1044_Shape,30.05804825,31.30209923,116
363_220_Bus_CTA_1044_Shape,30.06628037,31.3182373,117
363_220_Bus_CTA_1044_Shape,30.06741905,31.32515144,118
363_220_Bus_CTA_1044_Shape,30.06763649,31.3284874,119
363_220_Bus_CTA_1044_Shape,30.06780624,31.32929802,120
363_220_Bus_CTA_1044_Shape,30.06809616,31.32941628,121
363_220_Bus_CTA_1044_Shape,30.06789207,31.32951355,122
363_220_Bus_CTA_1044_Shape,30.06787491,31.33000946,123
363_220_Bus_CTA_1044_Shape,30.0681324,31.33395576,124
363_220_Bus_CTA_1044_Shape,30.0694561,31.34386635,125
363_220_Bus_CTA_1044_Shape,30.07007027,31.35067749,126
363_220_Bus_CTA_1044_Shape,30.07049942,31.35232544,127
363_220_Bus_CTA_1044_Shape,30.07137489,31.35430336,128
363_220_Bus_CTA_1044_Shape,30.07433319,31.3585701,129
363_220_Bus_CTA_1044_Shape,30.0757618,31.36034966,130
363_220_Bus_CTA_1044_Shape,30.07705307,31.36132622,131
363_220_Bus_CTA_1044_Shape,30.08049011,31.36190605,132
363_220_Bus_CTA_1044_Shape,30.08200073,31.36246109,133
363_220_Bus_CTA_1044_Shape,30.08684349,31.36705208,134
363_220_Bus_CTA_1044_Shape,30.08982658,31.36905098,135
363_220_Bus_CTA_1044_Shape,30.09049988,31.36980438,136
363_220_Bus_CTA_1044_Shape,30.09093666,31.37072563,137
363_220_Bus_CTA_1044_Shape,30.09152603,31.3797493,138
363_220_Bus_CTA_1044_Shape,30.0920105,31.38127708,139
363_220_Bus_CTA_1044_Shape,30.0930748,31.38233757,140
363_220_Bus_CTA_1044_Shape,30.09387779,31.38261604,141
363_220_Bus_CTA_1044_Shape,30.09568405,31.38285446,142
363_220_Bus_CTA_1044_Shape,30.09657097,31.38321877,143
363_220_Bus_CTA_1044_Shape,30.10247421,31.38731575,144
363_220_Bus_CTA_1044_Shape,30.1033802,31.38758659,145
363_220_Bus_CTA_1044_Shape,30.1043129,31.38749695,146
363_220_Bus_CTA_1044_Shape,30.11097145,31.38348389,147
363_220_Bus_CTA_1044_Shape,30.11176872,31.38294029,148
363_220_Bus_CTA_1044_Shape,30.11237144,31.38224411,149
363_220_Bus_CTA_1044_Shape,30.11271286,31.38134956,150
363_220_Bus_CTA_1044_Shape,30.11271477,31.38042068,151
363_220_Bus_CTA_1044_Shape,30.11247635,31.37952995,152
363_220_Bus_CTA_1044_Shape,30.11175728,31.37753677,153
363_220_Bus_CTA_1044_Shape,30.10923576,31.37232018,154
